시도,시군구,수행기관명,주소,기관 대표전화,위도,경도
경상남도,김해시,생명의전화노인통합지원센터,"경상남도 김해시 삼계로 69번길 15, 대명빌딩 401호",055-325-9195,35.2596989262421,128.872673573447
경상남도,김해시,보현행원노인통합지원센터,경상남도 김해시 주촌면 서부로1295번길 219,055-329-0070,35.234802898115,128.79313060577
경상남도,김해시,김해돌봄지원센터,경남 김해시 분성로194번길 58 (외동) 2층 201호,055-724-0515,35.2279047701672,128.871694281638
경상남도,남해군,화방남해노인통합지원센터,경상남도 남해군 고현면 화방로211번길81-7,055-863-1737,34.8677483550785,127.869287626416
경상남도,남해군,화방재가복지센터,경상남도 남해군 고현면 화방로211번길 81-20,055-863-1988,34.8666915334201,127.868740959739
경상남도,밀양시,밀양시자원봉사단체협의회,경상남도 밀양시 삼문송림길13(삼문동)밀양시자원봉사센터 2층,055-352-0094,35.4876999040687,128.756810194191
경상남도,밀양시,밀양노인통합지원센터,경상남도 밀양시 초동면 성만1길 50-8,055-391-1900,35.4113849035402,128.693195132455
경상남도,밀양시,우리들노인통합지원센터,경상남도 밀양시 용평로 49-6(용평동),055-802-8765,35.4952178718917,128.759435196333
경상남도,사천시,사랑원노인지원센터,경상남도 사천시 사남면 사남로 847-15,055-853-8894,35.0483863220043,128.095515502902
경상남도,사천시,사천노인복지센터,경상남도 사천시 백천길 16 행복한집,055-833-3700,34.9919865696929,128.062596547532
경상남도,산청군,산청한일노인통합지원센터,경상남도 산청군 산청읍 웅석봉로67번길 24,055-974-1200,35.4113967556591,127.876009485965
경상남도,산청군,산청복음노인통합지원센터,경상남도 산청군 단성면 목화로 998,055-973-5411,35.29935283026,127.958961055935
경상남도,산청군,산청해민노인통합지원센터,경상남도 산청군 신안면 원지로 36 (서울빌딩 202호),055-974-1991,35.3019178507303,127.975579243752
경상남도,양산시,사회복지법인신생원양산재가노인복지센터,경상남도 양산시 물금읍 삽량로 30 디온플레이스 206호,055-367-8904,35.3286428874827,129.012839552596
경상남도,양산시,통도사자비원노인통합지원센터,경상남도 양산시 하북면 월평1길 24,055-381-6500,35.4952052522273,129.090430347065
경상남도,양산시,웅상노인복지관,경상남도 양산시 삼호9길11 웅상노인복지관,055-366-3388,35.4143864012035,129.171994921439
경상남도,의령군,의령노인통합지원센터,경상남도 의령군 궁류면 청정로 1224,055-572-0079,35.4374806999349,128.244079997698
경상남도,진주시,진양노인통합지원센터,경상남도 진주시 명석면 진주대로 2116,055-743-3466,35.2408686179199,127.996433046917
경상남도,진주시,진주노인통합지원센터,경상남도 진주시 장재새미길 53번길 35,055-761-0086,35.2043449325354,128.096454364895
경상남도,진주시,나누리노인통합지원센터,경남 진주시 집현면 신당길 300-50,055-762-1001,35.2184006647397,128.122949047678
경상남도,진주시,공덕의집노인통합지원센터,경상남도 진주시 창렬로42번길 7-2,055-744-6556,35.1927209918731,128.071401889008
경상남도,창녕군,사회적협동조합 창녕지역자활센터,경상남도 창녕군 창녕읍 조산서재골로 7,055-532-0612,35.5379656461651,128.485740907481
경상남도,창녕군,창녕군새누리노인종합센터,경상남도 창녕군 남지읍 덕동길 55,055-526-1796,35.3961941776052,128.460788477262
경상남도,창원시,동진노인통합지원센터,경상남도 창원시 의창구 동읍 동읍로 517-14,055-299-2233,35.3127334208082,128.656815205842
경상남도,창원시,창원도우누리노인종합재가센터,"경남 창원시 의창구 대봉로26번길 24 (봉림동), 1층",055-262-2773,35.2511852007229,128.669762836235
경상남도,창원시,명진노인통합지원센터,경상남도 창원시 마산합포구 구산면 마전길 335-1,055-271-0483,35.1305950269579,128.531856723676
경상남도,창원시,마산희망지역자활센터,경상남도 창원시 마산합포구 동서북 7길 51(남성동) 3층,055-247-7045,35.2040176676276,128.575698491862
경상남도,창원시,성로노인통합지원센터,경상남도 창원시 마산합포구 무학로 515,055-247-1975,35.2137717475247,128.561546928561
경상남도,창원시,경상남도사회서비스원 창원시종합재가센터,경상남도 창원시 마산회원구 양덕로 193 제일빌딩 6층,055-291-8271,35.2339728011205,128.579794514384
경상남도,창원시,경남노인통합지원센터,경상남도 창원시 마산회원구 팔용로 272,055-298-8602,35.2482818929543,128.600949377345
경상남도,창원시,정현사회적협동조합,"경남 창원시 성산구 정동로162번길 74 (남산동, 대우상가) , 4층 408호",055-715-9901,35.2008296647984,128.697922577989
경상남도,창원시,진해서부노인종합복지관,경남 창원시 진해구 태평로 96 (태평동),055-547-8004,35.1444488051767,128.669367804394
경상남도,창원시,진해노인종합복지관,"경남 창원시 진해구 천자로 434 (풍호동, 진해노인종합복지관)",055-544-7155,35.134606137939,128.711670363028
경상남도,통영시,통영시장애인종합복지관,경상남도 통영시 용남면 기호바깥길 7-89(3층 노인맞춤돌봄서비스 사무실),055-650-9940,34.8729933537401,128.419997601535
경상남도,통영시,통영시종합사회복지관,경상남도 통영시 안개4길 94,055-640-7700,34.8592325927213,128.432397092343
경상남도,하동군,하동노인통합지원센터,경상남도 하동군 중앙2길10-9(3층),055-884-7078,35.0699598015205,127.746664924698
경상남도,하동군,경남하동지역자활센터,경상남도 하동군 하동읍 청년회관길 13,055-884-6955,35.071931074976,127.747392006109
경상남도,함안군,(사)대한노인회함안군지회,경상남도 함안군 가야읍 중앙남길 67,055-585-8505,35.2754702185994,128.410600869654
경상남도,함안군,함안군재가노인통합지원센터,경상남도 함안군 칠서면 이룡3길 25-43,055-586-1236,35.3844221239927,128.51143184256
경상남도,함양군,함양군청,경상남도 함양군 함양읍 고운로 34 기관단체청사 301호,055-964-9921,35.5198483704201,127.725182686442
경상남도,합천군,미타재가복지센터,경상남도 합천군 적중면 우회로 1198,055-931-9121,35.551232204486,128.292964515195
경상남도,합천군,합천노인통합지원센터,경상남도 합천군 삼가면 삼가로 10-13,055-931-1014,35.3828119088841,128.117098166324
경상남도,합천군,코끼리행복복지센터,경남 합천군 가야면 가야시장로 98,055-932-3141,35.7633387082867,128.139493831754
경상남도,합천군,사회적협동조합 합천지역자활센터,경남 합천군 합천읍 중앙로 2길 19,055-933-3933,35.56479658733,128.160465468234
제주특별자치도,서귀포시,성산원광소규모요양시설,제주특별자치도 서귀포시 성산읍 고성중앙로 76-2,064-784-2999,33.4489082599478,126.910877741933
제주특별자치도,서귀포시,서귀포시홀로사는노인지원센터,제주특별자치도 서귀포시 서호남로 29 (서호동) 서귀포시노인복지지원센터 2층,064-738-7080,33.2505508871555,126.515554629472
제주특별자치도,서귀포시,서귀원광노인복지센터,제주특별자치도 서귀포시 서홍로69번길 129-2,064-763-2456,33.262808101773,126.546822693573
제주특별자치도,서귀포시,사회서비스원 서귀포시 종합재가센터,"제주특별자치도 서귀포시 중산간동로 7905 (동홍동) , 3층",064-742-3500,33.2651306155094,126.571781127774
제주특별자치도,제주시,제주원광재가노인복지센터,제주특별자치도 제주시 애월읍 하귀미수동길19,064-799-7785,33.4811467313279,126.400762620841
제주특별자치도,제주시,은빛마을노인복지센터,제주특별자치도 제주시 조천읍 함덕20길 42,064-784-3999,33.5382480641099,126.6669219466
제주특별자치도,제주시,제주시홀로사는노인지원센터,제주특별자치도 제주시 동문로 80.2층,064-759-9261,33.5135349960154,126.535102290484
제주특별자치도,제주시,사회적협동조합제주이어도지역자활센터,제주특별자치도 제주시 도남로7길 40 (도남동) 3층,064-757-0002,33.4967266598385,126.526966577275
제주특별자치도,제주시,성안노인복지센터,제주특별자치도 제주시 중앙로 470,064-757-1250,33.481103866707,126.541609854334
제주특별자치도,제주시,제주노인복지센터,"제주특별자치도 제주시 장군내길 68-1, A동2층",064-746-8336,33.4734997664984,126.448107273408
