시도,시군구,기업명,연락처,구인사항,접수마감일자
부산광역시,영도구,영도할매요리조리사업단,051-413-7272,"★ 영도할매요리조리사업단 참여자 모집 ★1. 활동시간: 주 3~5회2. 활동비: 시급 9,160원 이상3. 신청자격: 만 60세 이상4. 신청제외자:- 국민기초생활보장법에 의한 생계급여수급자 (의료급여, 교육급여, 주거급여 수급자는 참여가능)- 정부부처 및 지자체에서 추진 중인 일자리사업 참여자- 국민건강보험 직장가입자- 장기요양보험 등급판정자(1~5등급)5. 준비서류: 주민등록등본 1부, 인지지원등급6. 신청장소: 영도시니어클럽",2022-12-31
부산광역시,영도구,영도할매방아깨비사업단,051-413-7272,"*영도할매방아깨비사업단 참여자 모집*     1.활동시간 : 주 3회 / 월 40시간 내외 2.활 동 비 : 시급 10,000원 3.신청자격 ",2022-12-31
부산광역시,영도구,영도할매싱싱가게사업단,051-413-7272,"★ 영도할매싱싱가게사업단 참여자 모집 ★1. 활동시간 : 주 3~5회2. 활 동 비 : 시급 9,200원3. 신청자격: 만 60세 이상4. 신청제외자",2022-12-31
부산광역시,영도구,영도할매주차장관리사업단,051-413-7272,"★ 영도할매주차장관리사업단 참여자 모집 ★1. 활동시간 : 주 3~4회2. 활동비 : 시급 9,200원 이상3. 신청자격 : 만 60세 이상4. 신청제외자 : -국민기초생활보장법에 의한 생계급여 수급자  (의료급여, 주거급여, 교육급여 수급자 참여가능)-정부부처 및 지자체에서 추진 중인 일자리 사업 참여자-국민건강보험 직장가입자-장기요양보험 등급판정자(1~5등급), 인지지원등급5. 준비서류 : 주민등록등본 1부6. 신청장소 : 영도시니어클럽7. 모집기간 : 2021.11.29~2022.12.318. 신청방법 : 사무실 내방",2022-12-31
부산광역시,영도구,영도할매금비사업단,051-413-7272,"※영도할매금비사업단※1. 활동시간 : 월 59시간 이하2. 활 동 비 : 시급 9,160원 이상3. 신청자격 : 만 ",2022-12-31
부산광역시,영도구,영도할매어울림사업단,051-413-7272,"※영도할매어울림사업단※     1. 활동시간 : 주2~3회 (월 59시간 이하)2. 활 동 비 : 시급 9,160",2022-12-30
부산광역시,중구,행복드림 청소사업단,051-951-2808,"부산중구시니어클럽 행복드림 청소사업단 참여자 모집           1.활동시간 : 주3회(일3시간) / 월 36시간 활동     2.활 동 비 : 36시간 이상 근무시 360,000원 이상 / 활동운영에 따라 탄력적으로 변경가능     3.신청자격 ",2022-12-31
부산광역시,중구,행복드림 학교환경안전지킴이,051-951-2805,"공익형 사업1.활동시간 : 주3-5회(일3시간) 2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금수급자4.신청제외자 :- 국민기초생활보장법에 의한 생계급여 수급자(의료급여,교육급여,주거급여 수급자는 참여가능)- 정부부처 및 지자체에서 추진 중인 일자리사업 참여자- 국민건강보험 직장가입자- 장기요양보험 등급판정자(1~5등급), 인지지원등급- 기초연금을 받고 있지 않은 자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서),코로나19 예방접종증명서7.신청장소: 부산중구시니어클럽",2022-12-31
부산광역시,중구,건강북카페,051-951-2800,"건강북카페 모집 안내        1.활동시간 : (월 10~13회활동 / 주 2-3일 / 일 3시간)      2.활 동 비 : 시급 9,160원     ",2022-12-31
부산광역시,중구,보수마루북카페,051-951-2800,"보수마루북카페 모집 안내        1.활동시간 : (월 10~13회활동 / 주 2-3일 / 일 3시간)      2.활 동 비 : 시급 9,160원     </",2022-12-30
부산광역시,중구,행복드림 중앙공원환경지킴이,051-951-2812,"공익형 사업     1.활동시간 : 주 3회(일3시간)2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금수급자4.신청제외자 ",2022-11-30
부산광역시,중구,행복드림 스쿨존교통지원,051-951-2805,"공익형 사업1.활동시간 : 주5회(일1.5시간) 2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금수급자4.신청제외자 :- 국민기초생활보장법에 의한 생계급여 수급자(의료급여,교육급여,주거급여 수급자는 참여가능)- 정부부처 및 지자체에서 추진 중인 일자리사업 참여자- 국민건강보험 직장가입자- 장기요양보험 등급판정자(1~5등급), 인지지원등급- 기초연금을 받고 있지 않은 자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서),코로나19 예방접종증명서7.신청장소: 부산중구시니어클럽8.기타사항 : http://www.bjsc.co.kr",2022-11-30
부산광역시,중구,행복드림 주차도우미,051-951-2801,"공익형 사업1.활동시간 : 주 3회(일3시간) 2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금 수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급 - 기초연금을 받고 있지 않은 자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 부산중구시니어클럽",2022-11-30
부산광역시,중구,행복드림 민주공원환경지킴이,051-951-2811,"공익형 사업     1.활동시간 : 주 3회(일3시간)2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금수급자 ",2022-11-30
부산광역시,중구,행복드림 게시판환경관리,051-951-2805,"공익형 사업1.활동시간 : 주2-3회(일3시간) 2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금수급자4.신청제외자 :- 국민기초생활보장법에 의한 생계급여 수급자(의료급여,교육급여,주거급여 수급자는 참여가능)- 정부부처 및 지자체에서 추진 중인 일자리사업 참여자- 국민건강보험 직장가입자- 장기요양보험 등급판정자(1~5등급), 인지지원등급- 기초연금을 받고 있지 않은 자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서),코로나19 예방접종증명서7.신청장소: 부산중구시니어클럽",2022-11-30
부산광역시,중구,행복드림 체육공원관리,051-951-2801,"공익형 사업1.활동시간 : 주 3회(일3시간) 2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금 수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급 - 기초연금을 받고 있지 않은 자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 부산중구시니어클럽",2022-11-30
부산광역시,중구,행복드림 공공시설물관리,051-951-2814,"공익형사업1.활동시간 : 주3회 / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상 기초연금수급자, 유아 대상 강의가능자(자격증 소지자, 경력자)4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부,코로나19예방접종확인서, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 중구시니어클럽",2022-11-30
부산광역시,중구,행복드림 용두산공원환경지킴이,051-951-2811,"공익형 사업     1.활동시간 : 주 3회(일3시간)2.급 여 : 월 27만원 3.신청자격 : 만 65세 이상, 기초",2022-11-30
부산광역시,중구,행복드림 거리광고물관리,051-951-2808,공익형사업     1.활동시간 : 주 3회(일3시간) / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상(기초연금 수급자,2022-11-30
부산광역시,중구,행복드림 생활방역홍보,051-951-2814,공익형 사업   1.활동시간 : 주 3회(일3시간)   2.급 여 : 월 27만원   3.신청자격 : 만 65세 이상(기초연금수급자)   ,2022-11-30
부산광역시,중구,행복드림 주거지전용주차장계도봉사,051-951-2801,"공익형 사업1.활동시간 : 주 3회(일3시간) 2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금 수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급 - 기초연금을 받고 있지 않은 자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 부산중구시니어클럽",2022-11-30
부산광역시,중구,행복드림 학교급식도우미,051-951-2805,"공익형 사업1.활동시간 : 주2-5회(일3시간) 2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금수급자4.신청제외자 :- 국민기초생활보장법에 의한 생계급여 수급자(의료급여,교육급여,주거급여 수급자는 참여가능)- 정부부처 및 지자체에서 추진 중인 일자리사업 참여자- 국민건강보험 직장가입자- 장기요양보험 등급판정자(1~5등급), 인지지원등급- 기초연금을 받고 있지 않은 자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서),코로나19 예방접종증명서7.신청장소: 부산중구시니어클럽8.기타사항 : http://www.bjsc.co.kr",2022-11-30
부산광역시,중구,행복드림 시니어 교통안전,051-951-2814,"공익형 사업  1.활동시간 : 주 3회(일3시간)2.급 여 : 월 27만원3.신청자격 : 만 65세 이상, 기초연금수급자4.",2022-11-30
부산광역시,중구,행복드림 실버택배,051-951-2802,"행복드림 실버택배 모집 안내                  1.활동시간 : 주 4-6일(일 2-3시간)      2.활 동 비 : 월 50만원이상 / 시급(9,160원 이상)     3.신청자격 : 만 60세 이상     4.신청제외자 :      - 국민기초생활보장법에 의한 생계급여 수급자   ",2022-11-30
부산광역시,중구,행복드림 수작업장,051-951-2804,"시장형사업 행복드림 수작업장 참여자 모집          1.활동시간 : 주 3회(일3시간) / 월 30시간 활동     2.활 동 비 : 월274,800원 / 시급(9,160원 이상)     3.신청자격 : 만 60세 이상     4.신청제외자 :     - 국민기초생활보장법에 의한 ",2022-11-30
부산광역시,해운대구,(주)청정한씨푸드,051-605-6401,○ 부산광역시 해운대구 (주)청정한씨푸드 창고관리 및 납품배송원 채용     - 근무시작일 : 즉시채용     ,2022-12-31
부산광역시,해운대구,그레이트푸드 주식회사,051-605-6401,"○ 부산광역시 해운대구 그레이트푸드 주식회사 생산원 채용- 근무시작일 : 즉시채용- 근무시간 : 08:00~18:00- 급여수준 : 월 220만원- 자격사항 : 없음- 우대사항 : 인근거주자, 장기근속 가능자",2022-12-31
부산광역시,해운대구,(주)하나클럽,051-714-2480,1.부서배치 및 참여인원 : 운송직 5명2.직무교육 : 신입사원 안전교육 및 해당 업무 교육(2시간)3.실시인원 : 인턴 5명4.모집연령대 : 만 60세 이상5.모집직종 : 운송직,2022-12-31
부산광역시,해운대구,쉼표카페사업,051-784-9141,"[2022년 쉼표카페사업 참여자 모집안내]1. 참여대상 : 만 60세이상 어르신2. 근무내용 : 음료 및 간식 판매 등 카페운영3. 근무조건 : 주 3일 / 일 4시간 / 시급 9,160원4. 신청제외자-국민기초생활보장법에 의한 생계급여 수급자-정부부처 및 지자체에서 추진하는 일자리사업에 2개 이상 참여하고 있는 자-국민건강보험 직장가입자-장기요양보험 등급 판정자 1~5등급, 인지지원등급5. 참여자 선발: ""참여자 선발기준표""에 의해 고득점자순으로 통합 선발6. 준비서류: 주민등록등본 1부7. 문의전화: 부산해운대시니어클럽(***-****-****)",2022-12-31
부산광역시,해운대구,다이나믹6070택배2호사업,051-784-9141,"[2022년 다이나믹6070택배2호사업 참여자 모집안내]1. 참여자격 : 만 60세 이상 2. 근무내용 : 해운대구 아파트 단지 내 택배배송 및 반품활동3. 근무조건 : 주 3일 / 일 4시간4. 인건비: 월 평균 50~60만원5. 신청제외자-국민기초생활보장법에 의한 생계급여 수급자-정부부처 및 지자체에서 추진하는 일자리사업에 2개 이상 참여하고 있는 자 (* 노인일자리 및 사회활동 지원사업 내 중복참여 불가)-국민건강보험 직장가입자-장기요양보험 등급 판정자 1~5등급, 인지지원등급6. 준비서류: 주민등록등본 1부7. 문의전화: 부산해운대시니어클럽(051-784-914)",2022-12-31
부산광역시,해운대구,다이나믹6070택배1호사업,051-784-9141,"[2022년 다이나믹6070택배1호사업 참여자 모집안내]1. 참여자격 : 만 60세 이상 2. 근무내용 : 택배 물량 분류 및 정리 작업3. 근무조건 : 주 3일 / 일 1~4시간4. 인건비: 월 평균 50~60만원5. 신청제외자-국민기초생활보장법에 의한 생계급여 수급자-정부부처 및 지자체에서 추진하는 일자리사업에 2개 이상 참여하고 있는 자 (* 노인일자리 및 사회활동 지원사업 내 중복참여 불가)-국민건강보험 직장가입자-장기요양보험 등급 판정자 1~5등급, 인지지원등급6. 준비서류: 주민등록등본 1부7. 문의전화: 부산해운대시니어클럽(051-784-914)",2022-12-31
부산광역시,해운대구,교육청학교지원사업,051-784-9141,"1. 근무조건 : 1일 7시간, 주2~3일, 월 6~8회2. 보수수준 : 시급 10,000원 + 보조금3. 근무내용 : 해운대구'기장군'수영구 국공립학교 수목전정, 배수로 정비 등 학교 소규모 수선지원 4.신청자격 : 만 60세 이상 신체 건강한 어르신5. 신청제외자  - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급6. 참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발7. 준비서류 : 주민등록등본 1부, 관련자격증 사본(해당자에 한함)8. 신청방법 및 장소: 직접방문, 부산해운대시니어클럽",2022-12-31
부산광역시,해운대구,공동작업장사업,051-784-9141,"<공동작업장사업 참여자 모집>1. 활동시간: 1일 평균 2~3시간, 월 10~16회2. 임금수준: 수익금(도급량) + 보조금 200,000원3. 근무내용: 각종 전자제품 및 자동차 부품 조립, 군복 잔사제거, 밴드 포장 등 공동작업4. 신청자격: 만 60세 이상 사업 참여 적합한 어르신5. 신청제외자-국민기초생활보장법에 의한 생계급여 수급자-타 노인일자리 참여자-국민건강보험 직장 가입자-장기요양보험 등급판정자(1~5급)6. 준비서류: 주민등록등본 1부7. 접수처: 부산해운대시니어클럽(***-****-****)",2022-12-31
부산광역시,해운대구,The반디사업,051-784-9141,"[2022년 The반디사업 참여자 모집안내]1. 참여대상 : 만 60세이상 어르신2. 근무내용 : 음료 및 간식 판매 등 북카페운영 / 코인세탁방 운영관리3. 근무조건 : 주 3일 / 일 4시간 / 시급 9,160원 이상4. 신청제외자-국민기초생활보장법에 의한 생계급여 수급자-정부부처 및 지자체에서 추진하는 일자리사업에 2개 이상 참여하고 있는 자-국민건강보험 직장가입자-장기요양보험 등급 판정자 1~5등급, 인지지원등급5. 참여자 선발: ""참여자 선발기준표""에 의해 고득점자순으로 통합 선발6. 준비서류: 주민등록등본 1부7. 문의전화: 부산해운대시니어클럽(***-****-****)",2022-12-31
울산광역시,남구,아주기업,070-7010-9289,생산직 1명 모집,2022-12-31
울산광역시,남구,(주)행복잇다 어르신전문프로그램강사 1기,010-3296-8680,"1.사업명 : (주)행복잇다 어르신전문프로그램강사2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 어르신 전문 프로그램강사4.부서배치 및 참여인원 : 71명5.운영계획 : 시니어체험형 3개월 운영 후 신규고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 체험형 71명, 훈련생 0명8.모집연령대 : 60대9.모집직종 : 스포츠강사, 레크리에이션강사 및 기타 관련 전문가10.근무지역 : 부산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 71명 100% 계획",2022-12-31
울산광역시,남구,한국자격교육협회 보조강사,010-9911-3758,"1.사업명 : 한국자격교육협회 보조강사2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 시니어 전문 프로그램 보조강사4.부서배치 및 참여인원 : 보조강사 68명5.운영계획 : 시니어체험형 3개월 운영 후 신규고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 체험형 68명8.모집연령대 : 60대9.모집직종 : 스포츠강사, 레크리에이션강사 및 기타 관련 전문가10.근무지역 : 울산11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 68명 100% 계획",2022-12-31
울산광역시,남구,(주)마니힐링교육 시니어전문프로그램 보조강사,010-4565-8682,"사업실행계획1.사업명 : 시니어전문프로그램 보조강사2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 시니어전문프로그램 강사양성교육 및 강사파견4.부서배치 및 참여인원 : 보조강사 81명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 체험 81명8.모집연령대 : 60대9.모집직종 : 스포츠강사,레크리에이션강사 및 기타 관련 전문가10.근무지역 : 경남 통영11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 81명 100% 계획",2022-12-31
울산광역시,남구,(주)나비채 보조강사,010-5313-5545,"사업실행계획1.사업명 : (주)나비채 보조강사2.사업목적 : - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 시니어전문프로그램 강사양성교육 및 강사파견4.부서배치 및 참여인원 : 보조강사 20명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 체험 20명8.모집연령대 : 60대9.모집직종 : 스포츠강사,레크리에이션강사 및 기타 관련 전문가10.근무지역 : 대구11.자격사항 : 무관12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 20명 100% 계획",2022-12-31
울산광역시,남구,난향요양원1,052-258-6789,시니어인턴십(난향요양원1)     1. 인턴기간 : 2022년 10월 28일 ~ 12월 31일2. 신청자격 : 만 60세 이상 누구나3. 근무시간 : 10시 ~18시 * 시간과 근로업무와 기업의 사정으로 변경될 수 있음.4. 모집직종 : ,2022-11-04
울산광역시,북구,보육교사도우미사업,052-297-9901,"1.활동시간 : 주 2~3회 / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상 기초연금수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부7.신청장소 : 오프라인(울산북구시니어클럽)",2022-12-31
울산광역시,북구,호랑이순찰단,052-297-9901,"호랑이순찰단1.활동시간 : 월 15회 / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상 기초연금수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부7.신청장소 : 오프라인(울산북구시니어클럽)",2022-12-31
울산광역시,북구,안전드림체육시설,052-297-9901,"1.활동시간 : 주 5회 / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상 기초연금수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부7.신청장소 : 오프라인(울산북구시니어클럽)",2022-12-31
울산광역시,북구,깨끗한 행복지킴이,052-297-9901,"깨끗한행복지킴이1.활동시간 : 월 15회 / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상 기초연금수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부7.신청장소 : 오프라인(울산북구시니어클럽)",2022-12-31
울산광역시,북구,스쿨존교통지원,052-297-9901,"ㅇ 사   업   명 : 스쿨존교통지원ㅇ 근  무  조  건   1. 활 동 시 간 : 주 5회(일2시간) / 월 30시간 활동  2. 활  동  비 : 월 27만원   3. 활 동 내 용 : 초·중등학교 주변 차도 내 횡단보도에서 보행지도  4. 신 청 자 격 : 만 65세 이상 기초연금수급자  5. 신청제외자 :   - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자   - 국민건강보험 직장가입자   - 장기요양보험 등급판정자(1~5등급), 인지지원등급  6. 참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발  7. 준 비 서 류 : 주민등록등본 1부  8. 신 청 장 소 : 울산북구시니어클럽(울산 북구 동대8길 40, 보훈회관(3층)  9. 문         의 : 울산북구시니어클럽 (***-****-****)",2022-12-31
울산광역시,북구,우리동네하천지킴이,052-297-9901,"1.활동시간 : 주 2~3회 / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상 기초연금수급자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부7.신청장소 : 오프라인(울산북구시니어클럽)",2022-12-31
울산광역시,북구,행복드림실버택배 남구점,052-297-9901,"행복드림실버택배 남구점 참여자 모집    1.활동시간 : 주 4회, 일3시간 / 탄력적 운영2.신청자격 : 만 60세 이상3.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급4.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발5.준비서류 : 주민등록등본 1부, 관련자격증 사본(또는 관련 이력서)",2022-12-31
울산광역시,북구,정성찬,297-9901,"1.활동시간 : 주 2~3회(일4~5시간) / 월 28시간 활동2.활 동 비 : 월 50만원 / 시급(9,160)3.신청자격 : 만 60세 이상4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 사진 1매, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(관내주민센터, 울산북구시니어클럽)온라인(복지로온라인신청-http://online.bokjiro.go.kr)8.기타사항 : ",2022-12-31
울산광역시,북구,정성담,052-297-9901,"1.활동시간 : 주 1~2일(4~5시간) / 월30시간 활동2.활 동 비 : 월 35만원 / 시급(9,160)3.신청자격 : 만 60세 이상4.신청제외자 :- 국민기초생활보장법에 의한 생계급여 수급자- 노인일자리사업 참여자- 국민건강보험 직장가입자- 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 사진 1매, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(관내주민센터, 울산북구시니어클럽)",2022-12-31
울산광역시,북구,행복드림실버택배 북구점,052-297-9901,"행복드림실버택배 북구점 참여자 모집    1.활동시간 : 주 5회, 일2~3시간 / 탄력적 운영2.신청자격 : 만 60세 이상3.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급4.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발5.준비서류 : 주민등록등본 1부, 관련자격증 사본(또는 관련 이력서)",2022-12-31
울산광역시,북구,깔끔한우리여사님,052-297-9901,"1.활동시간:주3~4회2.활동비:월 30이상3.신청자격 : 만 60세 이상 기초연금수급자4.신청제외자  - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성 및 자격연계를 통해 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부 (최근 3개월이내)7.신청장소 : 울산북구시니어클럽(울산 북구 동대8길 40, 보훈회관3층)8. 문의 : 울산북구시니어클럽 (***-****-****)",2022-12-31
